2019-10-09 19:22:31,204 - DEBUG - move
2019-10-09 19:22:31,996 - DEBUG - down
2019-10-09 19:22:32,061 - DEBUG - move
2019-10-09 19:22:32,073 - DEBUG - move
2019-10-09 19:22:32,076 - DEBUG - move
2019-10-09 19:22:32,088 - DEBUG - move
2019-10-09 19:22:32,093 - DEBUG - move
2019-10-09 19:22:32,106 - DEBUG - move
2019-10-09 19:22:32,109 - DEBUG - move
2019-10-09 19:22:32,123 - DEBUG - move
2019-10-09 19:22:32,125 - DEBUG - move
2019-10-09 19:22:32,138 - DEBUG - move
2019-10-09 19:22:32,140 - DEBUG - move
2019-10-09 19:22:32,156 - DEBUG - move
2019-10-09 19:22:32,158 - DEBUG - move
2019-10-09 19:22:32,172 - DEBUG - move
2019-10-09 19:22:32,174 - DEBUG - move
2019-10-09 19:22:32,182 - DEBUG - move
2019-10-09 19:22:32,190 - DEBUG - move
2019-10-09 19:22:32,197 - DEBUG - move
2019-10-09 19:22:32,205 - DEBUG - move
2019-10-09 19:22:32,214 - DEBUG - move
2019-10-09 19:22:32,222 - DEBUG - move
2019-10-09 19:22:32,229 - DEBUG - move
2019-10-09 19:22:32,240 - DEBUG - move
2019-10-09 19:22:32,246 - DEBUG - move
2019-10-09 19:22:32,257 - DEBUG - move
2019-10-09 19:22:32,262 - DEBUG - move
2019-10-09 19:22:32,272 - DEBUG - move
2019-10-09 19:22:32,277 - DEBUG - move
2019-10-09 19:22:32,290 - DEBUG - move
2019-10-09 19:22:32,293 - DEBUG - move
2019-10-09 19:22:32,306 - DEBUG - move
2019-10-09 19:22:32,309 - DEBUG - move
2019-10-09 19:22:32,322 - DEBUG - move
2019-10-09 19:22:32,326 - DEBUG - move
2019-10-09 19:22:32,340 - DEBUG - move
2019-10-09 19:22:32,342 - DEBUG - move
2019-10-09 19:22:32,356 - DEBUG - move
2019-10-09 19:22:32,358 - DEBUG - move
2019-10-09 19:22:32,372 - DEBUG - move
2019-10-09 19:22:32,375 - DEBUG - move
2019-10-09 19:22:32,389 - DEBUG - move
2019-10-09 19:22:32,390 - DEBUG - move
2019-10-09 19:22:32,398 - DEBUG - move
2019-10-09 19:22:32,406 - DEBUG - move
2019-10-09 19:22:32,414 - DEBUG - move
2019-10-09 19:22:32,423 - DEBUG - move
2019-10-09 19:22:32,429 - DEBUG - move
2019-10-09 19:22:32,440 - DEBUG - move
2019-10-09 19:22:32,446 - DEBUG - move
2019-10-09 19:22:32,457 - DEBUG - move
2019-10-09 19:22:32,478 - DEBUG - move
2019-10-09 19:22:32,489 - DEBUG - move
2019-10-09 19:22:32,494 - DEBUG - move
2019-10-09 19:22:32,507 - DEBUG - move
2019-10-09 19:22:32,510 - DEBUG - move
2019-10-09 19:22:32,522 - DEBUG - move
2019-10-09 19:22:32,526 - DEBUG - move
2019-10-09 19:22:32,541 - DEBUG - move
2019-10-09 19:22:32,543 - DEBUG - move
2019-10-09 19:22:32,557 - DEBUG - move
2019-10-09 19:22:32,558 - DEBUG - move
2019-10-09 19:22:32,566 - DEBUG - move
2019-10-09 19:22:32,575 - DEBUG - move
2019-10-09 19:22:32,582 - DEBUG - move
2019-10-09 19:22:32,592 - DEBUG - move
2019-10-09 19:22:32,598 - DEBUG - move
2019-10-09 19:22:32,607 - DEBUG - move
